,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team
4192,145,Sep 15,True,NYM,"W,11-4",45,42,11,16,4,0,4,11,3,0,9,0,0,0,0,1,0,0,0.241,0.312,0.401,0.713,7,14,R,T.Megill(18),STL
4193,146,Sep 17,False,SDP,"W,8-2",35,30,8,6,2,0,3,8,3,0,10,2,0,0,0,0,0,0,0.241,0.312,0.402,0.714,3,16,R,V.Velasquez(42),STL
4194,147,Sep 18,False,SDP,"W,3-2",31,28,3,5,2,0,1,3,2,0,9,0,0,1,0,0,0,0,0.24,0.311,0.402,0.713,4,14,R,Y.Darvish(79),STL
4195,148,Sep 19,False,SDP,"W,8-7",36,33,8,11,5,0,0,7,2,0,6,0,0,1,1,2,2,0,0.241,0.311,0.403,0.714,4,17,R,J.Arrieta(26),STL
4196,149,Sep 20,True,MIL,"W,5-2",38,33,5,9,2,0,1,5,2,0,10,1,1,1,0,1,0,0,0.241,0.312,0.403,0.714,6,14,R,F.Peralta(54),STL
4197,150,Sep 21,True,MIL,"W,2-1",34,31,2,5,1,0,0,2,2,0,13,0,0,1,0,0,3,0,0.241,0.311,0.402,0.713,5,15,R,B.Woodruff(73),STL
4198,151,Sep 22,True,MIL,"W,10-2",46,40,10,15,5,0,2,10,1,0,8,1,2,2,0,0,0,0,0.242,0.311,0.404,0.715,9,15,L,B.Anderson(26),STL
4199,152,Sep 23,True,MIL,"W,8-5",39,32,8,9,0,1,2,6,5,0,8,1,0,1,0,2,0,0,0.242,0.312,0.404,0.716,4,16,R,A.Houser(59),STL
4200,153,Sep 24 (1),True,CHC,"W,8-5",33,30,8,10,1,0,3,8,2,0,8,1,0,0,0,1,1,0,0.243,0.312,0.406,0.718,4,16,L,J.Steele(32),STL
4201,154,Sep 24 (2),True,CHC,"W,12-4",39,36,12,16,3,0,5,12,3,0,8,0,0,0,0,1,0,0,0.244,0.314,0.41,0.723,6,13,R,Z.Davies(18),STL
4202,155,Sep 25,True,CHC,"W,8-5",37,35,8,9,2,0,3,7,1,0,8,0,0,1,0,1,2,0,0.244,0.313,0.411,0.724,2,14,R,A.Sampson(62),STL
4203,156,Sep 26,True,CHC,"W,4-2",41,34,4,7,0,0,2,3,5,2,11,1,1,0,1,0,1,0,0.244,0.313,0.411,0.724,10,16,R,K.Thompson(55),STL
4204,157,Sep 28,False,MIL,"W,6-2",35,32,6,11,2,0,3,5,0,0,7,1,1,1,0,0,0,0,0.244,0.314,0.412,0.726,5,13,R,B.Woodruff(43),STL
4205,158,Sep 29,False,MIL,"L,0-4",33,28,0,3,1,0,0,0,4,0,9,0,1,0,0,1,0,0,0.244,0.313,0.411,0.724,6,13,R,A.Houser(60),STL
4206,159,Sep 30,False,MIL,"W,4-3",30,27,4,5,1,0,2,4,2,0,5,0,0,1,0,1,0,0,0.243,0.313,0.411,0.724,2,14,L,B.Anderson(54),STL
4207,160,Oct 1,False,CHC,"W,4-3",38,34,4,9,1,0,2,4,4,1,7,0,0,0,1,0,3,1,0.244,0.313,0.411,0.724,8,17,R,C.Abbott(53),STL
4208,161,Oct 2,False,CHC,"L,5-6",39,34,5,8,2,1,1,5,4,0,11,1,0,0,1,1,1,0,0.243,0.313,0.412,0.725,7,15,R,A.Sampson(57),STL
4209,162,Oct 3,False,CHC,"L,2-3",29,24,2,6,0,0,1,1,3,0,3,1,1,0,0,2,0,0,0.244,0.313,0.412,0.725,6,16,R,A.Mills(45),STL
4210,1,Apr 1,True,MIA,"W,1-0",36,32,1,5,1,0,1,1,3,0,12,1,0,0,0,0,0,0,0.156,0.25,0.281,0.531,8,13,R,S.Alcantara(73),TBR
4211,2,Apr 2,True,MIA,"W,6-4",36,32,6,8,0,1,3,6,3,0,7,0,0,1,0,1,0,0,0.203,0.278,0.438,0.715,3,16,R,P.Lopez(65),TBR
4212,3,Apr 3,True,MIA,"L,7-12",37,35,7,9,2,0,1,6,1,0,6,0,1,0,1,0,0,0,0.222,0.278,0.424,0.702,3,16,R,E.Hernandez(48),TBR
4213,4,Apr 5,True,BOS,"L,2-11",38,32,2,7,1,0,0,2,6,0,8,0,0,0,0,2,0,0,0.221,0.295,0.382,0.676,9,12,R,N.Pivetta(63),TBR
4214,5,Apr 6,True,BOS,"L,5-6",48,40,5,8,2,0,0,5,5,0,13,2,1,0,0,0,0,1,0.216,0.301,0.351,0.651,7,11,L,M.Perez(49),TBR
4215,6,Apr 7,True,BOS,"L,2-9",35,31,2,5,3,0,0,2,4,0,8,0,0,0,0,1,0,0,0.208,0.294,0.337,0.63,6,12,R,N.Eovaldi(71),TBR
4216,7,Apr 9,False,NYY,"W,10-5",40,35,10,13,6,0,1,10,3,0,11,1,0,1,1,1,1,0,0.232,0.313,0.38,0.693,6,9,R,C.Kluber(32),TBR
4217,8,Apr 10,False,NYY,"W,4-0",39,35,4,10,1,0,2,4,3,0,12,1,0,0,1,0,0,0,0.239,0.319,0.393,0.713,11,9,R,D.German(34),TBR
4218,9,Apr 11,False,NYY,"L,4-8",39,35,4,6,2,0,2,4,2,0,13,2,0,0,0,1,0,0,0.231,0.312,0.394,0.706,5,11,L,J.Montgomery(43),TBR
4219,10,Apr 12,False,TEX,"W,1-0",31,26,1,3,2,0,1,1,5,0,12,0,0,0,0,1,1,0,0.222,0.308,0.387,0.695,6,9,R,D.Dunning(61),TBR
4220,11,Apr 13,False,TEX,"L,3-8",36,33,3,7,1,0,0,2,2,0,6,1,0,0,0,1,0,0,0.221,0.305,0.374,0.679,6,11,R,K.Gibson(64),TBR
4221,12,Apr 14,False,TEX,"L,1-5",34,34,1,8,1,0,1,1,0,0,10,0,0,0,0,1,0,0,0.223,0.3,0.373,0.672,6,9,R,K.Arihara(68),TBR
4222,13,Apr 15,False,TEX,"L,4-6",45,37,4,7,2,0,1,3,8,0,12,0,0,0,0,0,1,0,0.22,0.303,0.368,0.671,11,11,R,J.Lyles(49),TBR
4223,14,Apr 16,True,NYY,"W,8-2",46,38,8,11,4,0,0,6,7,0,11,1,0,0,1,1,0,0,0.225,0.312,0.371,0.683,11,10,R,N.Nelson(41),TBR
4224,15,Apr 17,True,NYY,"W,6-3",35,33,6,6,1,0,3,6,2,0,12,0,0,0,0,0,1,0,0.222,0.307,0.378,0.685,2,10,L,J.Montgomery(57),TBR
4225,16,Apr 18,True,NYY,"W,4-2",34,31,4,6,1,0,1,4,1,0,12,1,0,1,0,0,0,1,0.221,0.303,0.375,0.678,3,11,R,G.Cole(63),TBR
4226,17,Apr 19,True,KCR,"W,4-1",39,35,4,7,0,0,0,2,4,0,12,0,0,0,1,1,1,0,0.22,0.302,0.364,0.666,8,10,L,D.Duffy(66),TBR
4227,18,Apr 20,True,KCR,"W,14-7",49,42,14,17,3,1,3,14,6,0,5,0,0,1,0,3,0,0,0.232,0.314,0.39,0.703,8,10,R,B.Keller(27),TBR
4228,19,Apr 21,True,KCR,"L,8-9",41,35,8,11,5,0,1,8,5,0,7,0,0,1,0,0,1,1,0.237,0.318,0.398,0.716,6,12,R,J.Junis(35),TBR
4229,20,Apr 23,False,TOR,"L,3-5",37,34,3,5,1,0,1,3,3,0,12,0,0,0,3,0,0,0,0.232,0.313,0.391,0.704,7,10,L,S.Matz(50),TBR
4230,21,Apr 24,False,TOR,"W,5-3",34,32,5,6,1,0,2,4,2,0,12,0,0,0,1,0,0,0,0.23,0.31,0.392,0.702,5,9,L,R.Ray(57),TBR
4231,22,Apr 25,False,TOR,"L,0-1",36,32,0,5,0,0,0,0,2,0,9,2,0,0,0,0,0,0,0.227,0.307,0.382,0.689,9,9,L,H.Ryu(59),TBR
4232,23,Apr 26,False,OAK,"L,1-2",36,31,1,6,0,0,0,1,4,0,10,0,0,1,0,0,1,1,0.226,0.306,0.374,0.68,8,13,L,S.Manaea(59),TBR
4233,24,Apr 27,False,OAK,"W,4-3",38,35,4,10,4,1,1,4,2,0,7,0,1,0,2,0,0,0,0.228,0.307,0.382,0.688,10,10,R,F.Montas(51),TBR
4234,25,Apr 28,False,OAK,"W,2-0",33,30,2,8,2,0,1,2,3,1,10,0,0,0,0,0,0,1,0.23,0.308,0.383,0.691,7,11,L,C.Irvin(57),TBR
4235,26,Apr 29,False,OAK,"L,2-3",37,32,2,5,3,0,1,2,2,0,12,3,0,0,0,0,2,0,0.227,0.306,0.382,0.688,8,11,R,C.Bassitt(64),TBR
4236,27,Apr 30,False,HOU,"L,2-9",37,32,2,6,1,0,0,2,5,0,12,0,0,0,0,0,0,1,0.226,0.306,0.376,0.682,8,9,R,L.McCullers(77),TBR
4237,28,May 1,False,HOU,"L,1-3",34,32,1,5,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0.223,0.303,0.369,0.672,6,10,R,J.Urquidy(73),TBR
4238,29,May 2,False,HOU,"W,5-4",36,31,5,7,1,0,1,4,2,0,11,3,0,0,0,1,1,0,0.223,0.304,0.368,0.672,7,12,R,C.Javier(49),TBR
4239,30,May 3,True,LAA,"W,7-3",42,36,7,9,1,0,2,7,6,0,15,0,0,0,0,0,0,0,0.224,0.306,0.371,0.677,8,11,L,J.Quintana(37),TBR
4240,31,May 4,True,LAA,"W,8-3",44,37,8,10,1,0,2,7,6,0,13,1,0,0,1,1,3,0,0.226,0.309,0.374,0.683,9,12,R,A.Cobb(62),TBR
4241,32,May 5,True,LAA,"W,3-1",39,30,3,4,1,0,1,3,8,0,8,1,0,0,0,1,1,0,0.223,0.31,0.371,0.681,9,11,R,S.Ohtani(66),TBR
4242,33,May 6,True,LAA,"W,8-3",42,39,8,12,3,0,1,7,3,0,13,0,0,0,1,1,4,0,0.226,0.311,0.374,0.685,7,10,L,A.Heaney(75),TBR
4243,34,May 7,True,OAK,"L,1-2",31,30,1,3,1,0,0,1,1,0,12,0,0,0,0,0,0,0,0.223,0.307,0.368,0.675,3,12,L,S.Manaea(79),TBR
4244,35,May 8,True,OAK,"L,3-6",41,37,3,10,1,0,1,3,3,0,13,1,0,0,1,0,1,1,0.224,0.308,0.368,0.676,11,11,R,F.Montas(54),TBR
4245,36,May 9,True,OAK,"W,4-3",33,32,4,4,1,0,2,4,1,0,8,0,0,0,1,0,0,0,0.222,0.304,0.368,0.672,2,9,L,C.Irvin(52),TBR
4246,37,May 11,False,NYY,"L,1-3",33,30,1,3,1,0,1,1,3,0,11,0,0,0,1,0,0,0,0.219,0.301,0.364,0.666,5,12,L,J.Montgomery(72),TBR
4247,38,May 12,False,NYY,"L,0-1",30,30,0,4,2,0,0,0,0,0,13,0,0,0,0,1,0,0,0.217,0.298,0.361,0.658,3,10,R,G.Cole(86),TBR
4248,39,May 13,False,NYY,"W,9-1",40,34,9,10,4,0,2,9,5,0,16,0,0,0,0,0,0,0,0.219,0.3,0.366,0.666,7,10,R,J.Taillon(43),TBR
4249,40,May 14,False,NYM,"W,3-2",36,32,3,7,3,0,1,3,4,0,11,0,0,0,0,0,0,1,0.219,0.3,0.367,0.668,7,11,L,D.Peterson(69),TBR
4250,41,May 15,False,NYM,"W,12-5",45,39,12,15,8,0,0,11,5,0,10,1,0,0,0,0,1,0,0.224,0.305,0.374,0.679,9,11,R,D.Smith(53),TBR
4251,42,May 16,False,NYM,"W,7-1",33,31,7,10,1,0,3,7,1,0,4,1,0,0,0,1,1,1,0.226,0.306,0.38,0.686,2,10,R,M.Stroman(40),TBR
4252,43,May 18,True,BAL,"W,13-6",47,42,13,15,2,1,5,13,5,0,14,0,0,0,0,0,0,0,0.229,0.31,0.392,0.702,7,10,R,M.Harvey(17),TBR
4253,44,May 19,True,BAL,"W,9-7",41,37,9,10,2,0,3,8,3,0,11,1,0,0,0,0,0,0,0.231,0.31,0.397,0.707,5,10,L,J.Means(50),TBR
4254,45,May 20,True,BAL,"W,10-1",53,45,10,18,2,0,3,10,7,0,9,0,0,1,0,0,1,0,0.235,0.315,0.404,0.719,16,10,R,D.Kremer(32),TBR
4255,46,May 21,True,TOR,"W,9-7",53,42,9,7,1,0,4,9,10,4,10,1,0,0,0,1,1,0,0.234,0.316,0.406,0.722,8,11,L,A.Kay(46),TBR
4256,47,May 22,True,TOR,"W,3-1",37,36,3,8,4,0,1,2,1,1,11,0,0,0,1,0,2,0,0.233,0.315,0.406,0.721,7,12,L,R.Ray(70),TBR
4257,48,May 23,True,TOR,"W,6-4",42,34,6,10,2,0,1,6,7,0,8,0,1,0,0,0,0,1,0.235,0.317,0.407,0.723,9,13,L,H.Ryu(56),TBR
4258,49,May 24,True,TOR,"W,14-8",51,43,14,11,5,1,1,14,7,0,16,1,0,0,1,1,2,1,0.235,0.318,0.409,0.727,4,12,R,T.Thornton(39),TBR
4259,50,May 25,False,KCR,"L,1-2",34,29,1,4,0,0,0,1,5,0,9,0,0,0,0,1,1,1,0.234,0.317,0.404,0.722,6,11,R,B.Keller(68),TBR
4260,51,May 26,False,KCR,"W,2-1",40,31,2,3,0,0,0,2,9,1,13,0,0,0,1,0,0,1,0.231,0.317,0.399,0.716,10,11,L,M.Minor(64),TBR
4261,52,May 27,False,KCR,"W,7-2",38,30,7,8,1,1,1,7,5,0,10,2,0,1,0,1,2,1,0.232,0.318,0.4,0.718,7,9,R,B.Singer(27),TBR
4262,53,May 29,False,PHI,"W,5-3",35,30,5,6,0,0,1,5,4,1,16,1,0,0,0,0,0,0,0.231,0.318,0.398,0.717,6,11,R,Z.Wheeler(69),TBR
4263,54,May 30,False,PHI,"W,6-2",35,31,6,9,3,0,2,5,4,0,10,0,0,0,0,1,1,0,0.232,0.319,0.401,0.721,5,9,R,Z.Eflin(40),TBR
4264,55,May 31,True,NYY,"W,3-1",36,33,3,6,2,0,1,3,3,0,9,0,0,0,1,1,1,0,0.231,0.318,0.4,0.718,6,9,R,J.Taillon(47),TBR
4265,56,Jun 1,True,NYY,"L,3-5",42,36,3,3,0,0,2,3,6,0,12,0,0,0,1,0,1,0,0.229,0.316,0.397,0.713,6,11,R,D.German(54),TBR
4266,57,Jun 2,True,NYY,"L,3-4",39,33,3,6,1,0,0,3,5,0,10,0,0,1,1,0,2,1,0.228,0.315,0.394,0.71,9,13,L,J.Montgomery(59),TBR
4267,58,Jun 3,True,NYY,"W,9-2",42,37,9,10,2,0,1,9,4,0,10,1,0,0,0,0,1,0,0.229,0.316,0.394,0.711,6,11,R,G.Cole(42),TBR
4268,59,Jun 4,True,TEX,"L,4-5",37,35,4,10,0,0,1,4,2,0,9,0,0,0,0,0,0,0,0.23,0.316,0.394,0.71,6,11,R,K.Gibson(63),TBR
4269,60,Jun 5,True,TEX,"W,3-0",33,32,3,5,1,0,1,3,1,0,11,0,0,0,0,0,0,0,0.228,0.314,0.392,0.707,3,10,L,K.Allard(58),TBR
4270,61,Jun 6,True,TEX,"W,7-1",42,37,7,10,2,0,1,7,5,0,10,0,0,0,1,1,1,0,0.229,0.315,0.392,0.708,8,12,R,D.Dunning(65),TBR
4271,62,Jun 8,False,WSN,"W,3-1",39,30,3,7,1,0,1,3,8,0,8,1,0,0,1,1,0,1,0.229,0.317,0.392,0.709,12,9,L,J.Lester(47),TBR
4272,63,Jun 9,False,WSN,"L,7-9",48,40,7,8,0,1,2,7,7,1,13,0,0,1,0,0,3,0,0.229,0.317,0.392,0.709,8,12,L,P.Corbin(48),TBR
4273,64,Jun 11,False,BAL,"W,4-2",35,31,4,9,1,0,1,4,4,0,8,0,0,0,0,1,1,0,0.23,0.317,0.393,0.71,7,9,L,K.Akin(39),TBR
4274,65,Jun 12,False,BAL,"W,5-4",38,33,5,9,2,0,0,5,4,0,12,1,0,0,1,0,1,1,0.23,0.318,0.392,0.71,9,9,R,J.Lopez(35),TBR
4275,66,Jun 13,False,BAL,"W,7-1",38,33,7,10,0,0,1,7,5,1,5,0,0,0,0,0,1,1,0.231,0.319,0.392,0.711,7,10,L,B.Zimmermann(45),TBR
4276,67,Jun 14,True,CHW,"W,5-2",37,34,5,9,2,0,3,4,3,0,12,0,0,0,0,1,0,1,0.232,0.319,0.395,0.714,5,9,R,L.Lynn(53),TBR
4277,68,Jun 15,True,CHW,"L,0-3",34,32,0,6,1,0,0,0,2,0,8,0,0,0,0,1,0,0,0.231,0.318,0.392,0.711,7,11,L,D.Keuchel(73),TBR
4278,69,Jun 16,True,CHW,"L,7-8",42,40,7,9,5,0,2,7,2,0,12,0,0,0,1,0,0,0,0.231,0.317,0.394,0.712,5,13,R,L.Giolito(57),TBR
4279,70,Jun 17,True,SEA,"L,5-6",37,33,5,8,1,0,1,5,2,0,11,1,0,1,0,0,4,1,0.231,0.317,0.394,0.711,5,9,R,J.Dunn(55),TBR
4280,71,Jun 18,True,SEA,"L,1-5",35,32,1,5,1,0,0,1,3,0,8,0,0,0,0,0,0,0,0.23,0.316,0.391,0.707,7,10,L,Y.Kikuchi(68),TBR
4281,72,Jun 19,True,SEA,"L,5-6",38,37,5,8,1,0,3,5,0,0,11,0,0,1,0,0,0,0,0.23,0.315,0.392,0.707,3,11,R,L.Gilbert(48),TBR
4282,73,Jun 20,True,SEA,"L,2-6",37,33,2,5,3,0,0,2,4,1,12,0,0,0,0,2,0,0,0.229,0.314,0.39,0.704,5,11,L,M.Gonzales(58),TBR
4283,74,Jun 22,False,BOS,"L,5-9",46,41,5,9,2,0,1,4,4,1,11,1,0,0,1,0,0,1,0.229,0.314,0.39,0.703,8,13,L,E.Rodriguez(48),TBR
4284,75,Jun 23,False,BOS,"W,8-2",42,31,8,6,1,0,3,7,9,0,9,2,0,0,1,0,1,0,0.228,0.315,0.391,0.706,10,9,R,G.Richards(27),TBR
4285,76,Jun 24,False,BOS,"W,1-0",34,28,1,2,1,0,0,0,5,2,9,1,0,0,1,0,2,0,0.227,0.314,0.388,0.702,7,10,R,N.Pivetta(80),TBR
4286,77,Jun 25,False,LAA,"W,4-3",37,32,4,10,0,0,0,3,4,0,7,1,0,0,1,1,2,0,0.228,0.315,0.387,0.702,9,10,R,G.Canning(47),TBR
4287,78,Jun 26,False,LAA,"W,13-3",43,38,13,15,3,1,2,11,5,0,8,0,0,0,0,1,0,0,0.23,0.317,0.391,0.709,6,9,R,A.Cobb(28),TBR
4288,79,Jun 27,False,LAA,"L,4-6",36,33,4,6,0,0,2,4,3,0,11,0,0,0,1,0,0,1,0.229,0.316,0.391,0.707,5,11,L,P.Sandoval(51),TBR
4289,80,Jun 29,True,WSN,"L,3-4",37,35,3,8,2,0,2,3,2,0,8,0,0,0,0,0,0,0,0.229,0.316,0.392,0.708,7,15,R,J.Ross(58),TBR
4290,81,Jun 30,True,WSN,"L,6-15",40,36,6,10,1,0,2,6,3,0,8,0,0,1,0,0,3,0,0.23,0.316,0.393,0.709,7,18,L,J.Lester(34),TBR
4291,82,Jul 2,True,TOR,"L,1-11",33,32,1,5,3,0,0,1,1,0,12,0,0,0,0,0,0,0,0.229,0.315,0.391,0.706,5,9,R,A.Manoah(80),TBR
4292,83,Jul 3,True,TOR,"L,3-6",37,32,3,5,1,0,1,3,5,0,8,0,0,0,0,0,0,0,0.228,0.314,0.39,0.704,7,11,R,R.Stripling(63),TBR
4293,84,Jul 4,True,TOR,"W,5-1",37,33,5,8,6,0,1,5,2,0,8,1,0,1,1,0,0,1,0.229,0.314,0.391,0.705,5,11,L,R.Ray(63),TBR
4294,85,Jul 5,False,CLE,"W,9-8",41,37,9,14,1,0,2,9,3,1,5,0,0,1,0,1,0,0,0.231,0.315,0.394,0.709,8,10,L,L.Allen(24),TBR
4295,86,Jul 7 (1),False,CLE,"W,8-1",28,25,8,7,2,0,3,8,2,0,9,1,0,0,0,0,1,0,0.231,0.315,0.397,0.712,2,9,R,J.Mejia(26),TBR
4296,87,Jul 7 (2),False,CLE,"W,4-0",29,25,4,7,3,0,0,4,3,0,5,1,0,0,0,0,0,0,0.231,0.316,0.397,0.713,7,9,L,S.Hentges(37),TBR
4297,88,Jul 9,False,TOR,"W,7-1",40,33,7,8,3,0,0,7,5,0,16,2,0,0,1,0,1,0,0.231,0.317,0.396,0.713,9,10,R,A.Manoah(51),TBR
4298,89,Jul 10,False,TOR,"W,5-2",35,29,5,7,1,0,3,5,5,0,12,0,1,0,0,0,1,1,0.232,0.317,0.398,0.715,6,10,R,R.Stripling(40),TBR
4299,90,Jul 11,False,TOR,"L,1-3",31,30,1,3,1,0,1,1,1,0,11,0,0,0,0,0,0,0,0.23,0.315,0.396,0.711,3,9,L,R.Ray(85),TBR
4300,91,Jul 16,True,ATL,"W,7-6",50,41,7,12,2,1,1,7,6,0,12,2,0,1,0,0,1,0,0.231,0.317,0.397,0.714,13,16,R,C.Morton(53),TBR
4301,92,Jul 17,True,ATL,"L,0-9",33,31,0,4,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0.23,0.315,0.394,0.71,6,14,L,M.Fried(75),TBR
4302,93,Jul 18,True,ATL,"W,7-5",37,32,7,8,3,0,2,6,3,0,6,0,0,2,0,0,1,1,0.23,0.315,0.396,0.711,3,17,L,D.Smyly(53),TBR
4303,94,Jul 19,False,BAL,"L,1-6",34,30,1,5,1,0,0,1,3,0,10,1,0,0,0,1,0,1,0.23,0.315,0.394,0.709,6,11,R,S.Watkins(65),TBR
4304,95,Jul 20,False,BAL,"W,9-3",36,34,9,10,2,1,2,9,1,0,3,0,0,1,1,0,0,0,0.23,0.315,0.396,0.71,3,9,L,J.Means(35),TBR
4305,96,Jul 21,False,BAL,"W,5-4",39,35,5,9,0,2,2,5,4,0,13,0,0,0,1,0,0,1,0.231,0.315,0.397,0.712,8,12,L,A.Wells(52),TBR
4306,97,Jul 22,True,CLE,"W,5-4",43,38,5,10,1,2,1,5,4,0,5,0,0,1,0,0,0,1,0.231,0.315,0.398,0.713,8,11,R,C.Quantrill(59),TBR
4307,98,Jul 23,True,CLE,"W,10-5",43,38,10,13,2,0,2,8,4,0,4,1,0,0,0,2,0,0,0.232,0.316,0.4,0.716,6,12,R,Z.Plesac(43),TBR
4308,99,Jul 24,True,CLE,"W,8-2",42,40,8,13,4,0,4,8,2,0,7,0,0,0,1,1,0,0,0.233,0.317,0.404,0.721,7,9,R,J.Mejia(42),TBR
4309,100,Jul 25,True,CLE,"L,2-3",35,33,2,6,1,0,1,2,2,0,7,0,0,0,0,0,1,0,0.233,0.316,0.403,0.719,6,11,R,T.McKenzie(59),TBR
4310,101,Jul 27,False,NYY,"L,3-4",39,32,3,8,1,0,1,3,7,0,12,0,0,0,0,2,0,1,0.233,0.316,0.403,0.719,9,10,L,J.Montgomery(59),TBR
4311,102,Jul 28,False,NYY,"L,1-3",35,32,1,3,1,0,0,1,2,0,11,1,0,0,0,1,0,0,0.232,0.315,0.4,0.715,4,10,L,N.Cortes(62),TBR
4312,103,Jul 29,False,NYY,"W,14-0",41,36,14,12,2,0,4,13,4,0,14,0,0,1,1,0,0,0,0.233,0.316,0.403,0.719,3,9,R,G.Cole(34),TBR
4313,104,Jul 30,False,BOS,"W,7-3",38,34,7,10,2,1,3,6,4,1,7,0,0,0,1,0,0,0,0.233,0.316,0.406,0.723,7,9,L,M.Perez(26),TBR
4314,105,Jul 31,False,BOS,"W,9-5",38,35,9,9,2,1,2,9,2,0,13,1,0,0,2,0,0,0,0.234,0.316,0.407,0.724,5,10,R,N.Eovaldi(39),TBR
4315,106,Aug 1,False,BOS,"W,3-2",30,29,3,7,0,0,1,3,1,0,6,0,0,0,0,1,1,0,0.234,0.316,0.407,0.723,3,10,R,N.Pivetta(51),TBR
4316,107,Aug 2,False,SEA,"L,2-8",35,33,2,7,0,1,1,2,2,0,9,0,0,0,0,1,0,0,0.234,0.316,0.407,0.722,6,9,R,C.Flexen(56),TBR
4317,108,Aug 3,False,SEA,"L,2-4",36,33,2,7,0,0,1,1,3,0,10,0,0,0,0,1,0,0,0.233,0.315,0.406,0.721,7,11,L,Y.Kikuchi(57),TBR
4318,109,Aug 4,False,SEA,"W,4-3",33,28,4,5,2,1,1,4,4,0,9,0,0,1,0,0,0,0,0.233,0.315,0.406,0.721,5,9,R,L.Gilbert(49),TBR
4319,110,Aug 6,True,BAL,"W,10-6",47,42,10,14,4,0,1,9,5,0,10,0,0,0,0,0,0,0,0.234,0.316,0.407,0.723,10,11,L,J.Means(49),TBR
4320,111,Aug 7,True,BAL,"W,12-3",47,44,12,14,4,0,4,11,3,0,10,0,0,0,1,0,0,0,0.235,0.316,0.41,0.726,8,11,R,S.Watkins(42),TBR
4321,112,Aug 8,True,BAL,"W,9-6",41,33,9,8,1,1,3,9,7,0,7,0,0,1,0,1,1,0,0.235,0.317,0.412,0.729,5,11,R,J.Lopez(59),TBR
4322,113,Aug 10,True,BOS,"W,8-4",45,38,8,11,4,0,1,7,7,1,14,0,0,0,0,0,0,0,0.236,0.318,0.412,0.73,10,13,L,E.Rodriguez(59),TBR
4323,114,Aug 11,True,BOS,"L,8-20",38,35,8,8,1,0,3,8,3,0,12,0,0,0,0,0,0,0,0.236,0.317,0.413,0.731,3,11,R,N.Eovaldi(76),TBR
4324,115,Aug 12,True,BOS,"W,8-1",41,34,8,9,2,1,2,7,5,3,11,0,0,2,0,0,1,0,0.236,0.318,0.415,0.732,6,10,R,T.Houck(49),TBR
4325,116,Aug 13,True,MIN,"W,10-4",44,40,10,13,2,0,4,9,3,0,9,0,0,1,2,0,0,0,0.237,0.318,0.417,0.735,7,10,R,M.Pineda(33),TBR
4326,117,Aug 14,True,MIN,"L,0-12",30,28,0,3,0,0,0,0,1,0,6,1,0,0,0,2,0,0,0.236,0.317,0.415,0.732,3,9,R,K.Maeda(69),TBR
4327,118,Aug 15,True,MIN,"L,4-5",38,34,4,7,2,0,2,4,3,0,6,0,1,0,0,0,0,0,0.236,0.317,0.415,0.732,7,10,L,C.Barnes(60),TBR
4328,119,Aug 16,False,BAL,"W,9-2",40,36,9,12,1,1,5,9,3,0,7,1,0,0,0,0,0,0,0.236,0.317,0.419,0.736,7,10,R,M.Harvey(39),TBR
4329,120,Aug 17,False,BAL,"W,10-0",38,37,10,11,3,0,3,9,1,0,10,0,0,0,2,0,0,0,0.237,0.317,0.421,0.738,4,11,L,J.Means(31),TBR
4330,121,Aug 18,False,BAL,"W,8-4",41,33,8,12,5,0,0,8,6,0,5,0,0,2,1,1,1,0,0.238,0.319,0.422,0.74,9,10,R,S.Watkins(30),TBR
4331,122,Aug 19,False,BAL,"W,7-2",37,30,7,7,1,0,1,6,6,0,10,1,0,0,0,1,0,0,0.238,0.319,0.421,0.74,6,9,R,J.Lopez(32),TBR
4332,123,Aug 20,False,CHW,"L,5-7",42,37,5,5,0,1,1,5,4,1,14,0,0,1,0,0,1,0,0.237,0.318,0.42,0.738,4,12,R,L.Giolito(71),TBR
4333,124,Aug 21,False,CHW,"W,8-4",37,34,8,11,5,1,0,8,3,1,6,0,0,0,0,0,0,1,0.238,0.319,0.421,0.739,5,10,L,D.Keuchel(26),TBR
4334,125,Aug 22,False,CHW,"W,9-0",39,34,9,12,6,0,0,8,4,1,8,0,0,1,0,0,0,1,0.239,0.319,0.422,0.741,6,10,R,R.Lopez(42),TBR
4335,126,Aug 24,True,PHI,"W,3-1",36,34,3,9,1,0,0,3,1,0,12,1,0,0,0,2,1,0,0.239,0.319,0.421,0.74,6,14,L,R.Suarez(64),TBR
4336,127,Aug 25,True,PHI,"W,7-4",39,39,7,11,3,0,2,6,0,0,12,0,0,0,2,0,0,1,0.239,0.319,0.421,0.74,5,14,R,Z.Wheeler(48),TBR
4337,128,Aug 27,True,BAL,"W,6-3",35,32,6,5,0,0,1,6,2,0,5,1,0,0,0,0,0,0,0.239,0.318,0.42,0.738,2,10,R,M.Harvey(55),TBR
