,team_game_order,orig_game_date,played_at_opp,opp_team,team_game_result,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team,team_w_or_l,team_runs,opp_runs,team_won,team_at_home,opp_at_home,home_team,away_team,game_date,game_date_compact,dh_game_num,teams_in_game,teams_and_game_loc,game_uid,game_desc
2084,143,Sep 12,True,HOU,"L,1-3",34,30,1,4,0,0,1,1,3,0,11,1,0,0,0,1,1,0,0.247,0.309,0.413,0.722,6,9,R,L.McCullers(67),LAA,L,1,3,0.0,0.0,1.0,HOU,LAA,2021-09-12,20210912,,"HOU, LAA",LAA@HOU,20210912|LAA@HOU|1,LAA at HOU on 2021-09-12
2085,144,Sep 14,True,CHW,"L,3-9",39,32,3,6,0,0,2,3,7,0,12,0,0,0,1,2,0,0,0.246,0.309,0.413,0.722,9,9,R,L.Giolito(50),LAA,L,3,9,0.0,0.0,1.0,CHW,LAA,2021-09-14,20210914,,"CHW, LAA",LAA@CHW,20210914|LAA@CHW|1,LAA at CHW on 2021-09-14
2086,145,Sep 15,True,CHW,"W,3-2",38,31,3,8,1,0,1,3,5,0,7,1,0,1,0,2,0,1,0.246,0.31,0.412,0.722,8,9,L,D.Keuchel(50),LAA,W,3,2,1.0,0.0,1.0,CHW,LAA,2021-09-15,20210915,,"CHW, LAA",LAA@CHW,20210915|LAA@CHW|1,LAA at CHW on 2021-09-15
2087,146,Sep 16,True,CHW,"W,9-3",40,36,9,10,1,0,2,9,2,0,12,2,0,0,1,2,0,1,0.247,0.31,0.413,0.723,4,10,R,R.Lopez(28),LAA,W,9,3,1.0,0.0,1.0,CHW,LAA,2021-09-16,20210916,,"CHW, LAA",LAA@CHW,20210916|LAA@CHW|1,LAA at CHW on 2021-09-16
2088,147,Sep 17,False,OAK,"L,4-5",38,35,4,10,1,0,1,4,1,0,5,0,2,0,1,1,0,0,0.247,0.31,0.413,0.723,7,12,L,C.Irvin(50),LAA,L,4,5,0.0,1.0,0.0,LAA,OAK,2021-09-17,20210917,,"LAA, OAK",OAK@LAA,20210917|OAK@LAA|1,OAK at LAA on 2021-09-17
2089,148,Sep 18,False,OAK,"L,1-3",35,34,1,7,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0.247,0.309,0.412,0.721,7,10,R,J.Kaprielian(73),LAA,L,1,3,0.0,1.0,0.0,LAA,OAK,2021-09-18,20210918,,"LAA, OAK",OAK@LAA,20210918|OAK@LAA|1,OAK at LAA on 2021-09-18
2090,149,Sep 19,False,OAK,"L,2-3",38,34,2,4,2,0,0,1,4,1,10,0,0,0,0,0,0,0,0.246,0.309,0.41,0.719,6,14,R,F.Montas(78),LAA,L,2,3,0.0,1.0,0.0,LAA,OAK,2021-09-19,20210919,,"LAA, OAK",OAK@LAA,20210919|OAK@LAA|1,OAK at LAA on 2021-09-19
2091,150,Sep 20,False,HOU,"L,0-10",35,31,0,6,0,0,0,0,4,0,6,0,0,0,0,2,0,0,0.245,0.308,0.409,0.717,8,9,L,F.Valdez(68),LAA,L,0,10,0.0,1.0,0.0,LAA,HOU,2021-09-20,20210920,,"HOU, LAA",HOU@LAA,20210920|HOU@LAA|1,HOU at LAA on 2021-09-20
2092,151,Sep 21,False,HOU,"L,5-10",37,33,5,7,1,0,3,5,3,0,7,1,0,0,0,1,0,0,0.245,0.308,0.409,0.718,5,10,R,J.Urquidy(43),LAA,L,5,10,0.0,1.0,0.0,LAA,HOU,2021-09-21,20210921,,"HOU, LAA",HOU@LAA,20210921|HOU@LAA|1,HOU at LAA on 2021-09-21
2093,152,Sep 22,False,HOU,"L,5-9",48,39,5,9,2,0,0,5,6,2,6,1,2,0,0,1,1,1,0.245,0.309,0.408,0.717,7,12,R,L.Garcia(64),LAA,L,5,9,0.0,1.0,0.0,LAA,HOU,2021-09-22,20210922,,"HOU, LAA",HOU@LAA,20210922|HOU@LAA|1,HOU at LAA on 2021-09-22
2094,153,Sep 23,False,HOU,"W,3-2",34,27,3,4,2,0,0,3,6,0,6,0,0,1,1,0,1,0,0.245,0.309,0.407,0.716,7,12,R,L.McCullers(57),LAA,W,3,2,1.0,1.0,0.0,LAA,HOU,2021-09-23,20210923,,"HOU, LAA",HOU@LAA,20210923|HOU@LAA|1,HOU at LAA on 2021-09-23
2095,154,Sep 24,False,SEA,"L,5-6",42,35,5,9,3,0,1,5,6,3,6,0,0,1,0,0,1,0,0.245,0.309,0.408,0.717,10,9,R,L.Gilbert(43),LAA,L,5,6,0.0,1.0,0.0,LAA,SEA,2021-09-24,20210924,,"LAA, SEA",SEA@LAA,20210924|SEA@LAA|1,SEA at LAA on 2021-09-24
2096,155,Sep 25,False,SEA,"W,14-1",46,37,14,14,1,2,1,14,8,0,8,1,0,0,0,1,0,0,0.246,0.311,0.409,0.719,8,10,L,T.Anderson(1),LAA,W,14,1,1.0,1.0,0.0,LAA,SEA,2021-09-25,20210925,,"LAA, SEA",SEA@LAA,20210925|SEA@LAA|1,SEA at LAA on 2021-09-25
2097,156,Sep 26,False,SEA,"L,1-5",33,30,1,3,0,0,1,1,3,0,9,0,0,0,0,0,0,0,0.245,0.31,0.408,0.717,5,14,L,M.Gonzales(69),LAA,L,1,5,0.0,1.0,0.0,LAA,SEA,2021-09-26,20210926,,"LAA, SEA",SEA@LAA,20210926|SEA@LAA|1,SEA at LAA on 2021-09-26
2098,157,Sep 28,True,TEX,"L,2-5",32,30,2,4,1,0,1,2,2,0,4,0,0,0,0,0,0,0,0.244,0.309,0.407,0.716,3,9,R,A.Alexy(53),LAA,L,2,5,0.0,0.0,1.0,TEX,LAA,2021-09-28,20210928,,"LAA, TEX",LAA@TEX,20210928|LAA@TEX|1,LAA at TEX on 2021-09-28
2099,158,Sep 29,True,TEX,"W,7-2",39,34,7,11,1,0,0,7,3,0,4,0,0,2,0,1,3,0,0.245,0.309,0.407,0.716,5,10,L,T.Hearn(41),LAA,W,7,2,1.0,0.0,1.0,TEX,LAA,2021-09-29,20210929,,"LAA, TEX",LAA@TEX,20210929|LAA@TEX|1,LAA at TEX on 2021-09-29
2100,159,Sep 30,True,TEX,"L,6-7",40,38,6,12,3,1,0,6,2,0,10,0,0,0,0,1,1,0,0.245,0.31,0.407,0.717,7,10,R,G.Otto(25),LAA,L,6,7,0.0,0.0,1.0,TEX,LAA,2021-09-30,20210930,,"LAA, TEX",LAA@TEX,20210930|LAA@TEX|1,LAA at TEX on 2021-09-30
2101,160,Oct 1,True,SEA,"W,2-1",33,30,2,4,1,0,0,2,2,1,11,1,0,0,0,1,0,0,0.245,0.309,0.405,0.715,4,10,L,M.Gonzales(61),LAA,W,2,1,1.0,0.0,1.0,SEA,LAA,2021-10-01,20211001,,"LAA, SEA",LAA@SEA,20211001|LAA@SEA|1,LAA at SEA on 2021-10-01
2102,161,Oct 2,True,SEA,"L,4-6",37,34,4,8,2,0,2,4,3,0,5,0,0,0,0,1,0,0,0.244,0.309,0.406,0.715,6,11,R,C.Flexen(52),LAA,L,4,6,0.0,0.0,1.0,SEA,LAA,2021-10-02,20211002,,"LAA, SEA",LAA@SEA,20211002|LAA@SEA|1,LAA at SEA on 2021-10-02
2103,162,Oct 3,True,SEA,"W,7-3",44,34,7,10,1,1,2,7,7,2,12,0,2,1,0,0,3,0,0.245,0.31,0.407,0.717,10,10,L,T.Anderson(29),LAA,W,7,3,1.0,0.0,1.0,SEA,LAA,2021-10-03,20211003,,"LAA, SEA",LAA@SEA,20211003|LAA@SEA|1,LAA at SEA on 2021-10-03
2104,1,Apr 1,True,COL,"L,5-8",46,36,5,15,3,1,0,5,8,0,6,1,0,1,0,3,0,0,0.417,0.522,0.556,1.077,14,16,R,G.Marquez(42),LAD,L,5,8,0.0,0.0,1.0,COL,LAD,2021-04-01,20210401,,"COL, LAD",LAD@COL,20210401|LAD@COL|1,LAD at COL on 2021-04-01
2105,2,Apr 2,True,COL,"W,11-6",47,41,11,16,5,2,0,11,2,0,7,1,2,1,0,0,0,0,0.403,0.473,0.584,1.057,9,12,R,A.Senzatela(15),LAD,W,11,6,1.0,0.0,1.0,COL,LAD,2021-04-02,20210402,,"COL, LAD",LAD@COL,20210402|LAD@COL|1,LAD at COL on 2021-04-02
2106,3,Apr 3,True,COL,"W,6-5",45,39,6,12,3,1,1,6,4,1,14,1,1,0,1,0,1,0,0.371,0.444,0.56,1.005,12,14,R,J.Gray(61),LAD,W,6,5,1.0,0.0,1.0,COL,LAD,2021-04-03,20210403,,"COL, LAD",LAD@COL,20210403|LAD@COL|1,LAD at COL on 2021-04-03
2107,4,Apr 4,True,COL,"W,4-2",38,27,4,4,1,0,1,3,9,0,8,0,1,1,0,0,0,1,0.329,0.424,0.51,0.935,7,12,L,A.Gomber(44),LAD,W,4,2,1.0,0.0,1.0,COL,LAD,2021-04-04,20210404,,"COL, LAD",LAD@COL,20210404|LAD@COL|1,LAD at COL on 2021-04-04
2108,5,Apr 5,True,OAK,"W,10-3",51,41,10,14,2,0,2,9,8,0,10,1,0,1,0,0,0,0,0.332,0.43,0.516,0.947,14,12,R,F.Montas(17),LAD,W,10,3,1.0,0.0,1.0,OAK,LAD,2021-04-05,20210405,,"LAD, OAK",LAD@OAK,20210405|LAD@OAK|1,LAD at OAK on 2021-04-05
2109,6,Apr 6,True,OAK,"W,5-1",39,36,5,11,2,0,3,5,2,0,7,1,0,0,0,2,2,0,0.327,0.42,0.532,0.952,7,9,R,C.Bassitt(41),LAD,W,5,1,1.0,0.0,1.0,OAK,LAD,2021-04-06,20210406,,"LAD, OAK",LAD@OAK,20210406|LAD@OAK|1,LAD at OAK on 2021-04-06
2110,7,Apr 7,True,OAK,"L,3-4",46,38,3,8,2,0,0,3,7,1,11,1,0,0,0,0,0,0,0.31,0.409,0.492,0.901,13,10,L,J.Luzardo(52),LAD,L,3,4,0.0,0.0,1.0,OAK,LAD,2021-04-07,20210407,,"LAD, OAK",LAD@OAK,20210407|LAD@OAK|1,LAD at OAK on 2021-04-07
2111,8,Apr 9,False,WSN,"W,1-0",29,27,1,4,1,0,1,1,2,0,6,0,0,0,0,1,0,0,0.295,0.392,0.474,0.865,4,13,R,J.Ross(65),LAD,W,1,0,1.0,1.0,0.0,LAD,WSN,2021-04-09,20210409,,"LAD, WSN",WSN@LAD,20210409|WSN@LAD|1,WSN at LAD on 2021-04-09
2112,9,Apr 10,False,WSN,"W,9-5",39,32,9,9,4,0,1,9,7,2,9,0,0,0,0,1,0,0,0.293,0.394,0.476,0.87,6,13,L,P.Corbin(29),LAD,W,9,5,1.0,1.0,0.0,LAD,WSN,2021-04-10,20210410,,"LAD, WSN",WSN@LAD,20210410|WSN@LAD|1,WSN at LAD on 2021-04-10
2113,10,Apr 11,False,WSN,"W,3-0",29,28,3,5,2,0,1,3,1,0,7,0,0,0,0,0,0,0,0.284,0.38,0.467,0.847,2,14,R,M.Scherzer(66),LAD,W,3,0,1.0,1.0,0.0,LAD,WSN,2021-04-11,20210411,,"LAD, WSN",WSN@LAD,20210411|WSN@LAD|1,WSN at LAD on 2021-04-11
2114,11,Apr 13,False,COL,"W,7-0",39,34,7,10,2,0,4,6,4,0,6,0,1,0,1,0,0,0,0.285,0.379,0.488,0.867,8,14,R,A.Senzatela(30),LAD,W,7,0,1.0,1.0,0.0,LAD,COL,2021-04-13,20210413,,"COL, LAD",COL@LAD,20210413|COL@LAD|1,COL at LAD on 2021-04-13
2115,12,Apr 14,False,COL,"W,4-2",39,31,4,9,2,0,2,4,5,0,8,1,1,1,0,0,0,0,0.285,0.38,0.493,0.873,11,17,R,J.Gray(41),LAD,W,4,2,1.0,1.0,0.0,LAD,COL,2021-04-14,20210414,,"COL, LAD",COL@LAD,20210414|COL@LAD|1,COL at LAD on 2021-04-14
2116,13,Apr 15,False,COL,"W,7-5",37,32,7,9,2,0,2,6,5,0,9,0,0,0,0,1,0,0,0.285,0.38,0.495,0.876,6,16,L,A.Gomber(53),LAD,W,7,5,1.0,1.0,0.0,LAD,COL,2021-04-15,20210415,,"COL, LAD",COL@LAD,20210415|COL@LAD|1,COL at LAD on 2021-04-15
2117,14,Apr 16,True,SDP,"W,11-6",55,48,11,12,1,0,2,9,5,0,12,1,0,1,1,2,0,0,0.282,0.375,0.486,0.861,8,18,L,R.Weathers(60),LAD,W,11,6,1.0,0.0,1.0,SDP,LAD,2021-04-16,20210416,,"LAD, SDP",LAD@SDP,20210416|LAD@SDP|1,LAD at SDP on 2021-04-16
2118,15,Apr 17,True,SDP,"W,2-0",33,30,2,3,1,0,1,2,2,0,13,1,0,0,0,0,0,0,0.271,0.365,0.471,0.836,4,14,R,Y.Darvish(78),LAD,W,2,0,1.0,0.0,1.0,SDP,LAD,2021-04-17,20210417,,"LAD, SDP",LAD@SDP,20210417|LAD@SDP|1,LAD at SDP on 2021-04-17
2119,16,Apr 18,True,SDP,"L,2-5",32,30,2,3,0,0,1,2,2,0,14,0,0,0,0,0,0,0,0.262,0.354,0.456,0.811,3,15,L,B.Snell(60),LAD,L,2,5,0.0,0.0,1.0,SDP,LAD,2021-04-18,20210418,,"LAD, SDP",LAD@SDP,20210418|LAD@SDP|1,LAD at SDP on 2021-04-18
2120,17,Apr 19,True,SEA,"L,3-4",38,31,3,5,2,0,1,3,5,0,9,2,0,0,0,1,1,0,0.256,0.352,0.449,0.801,8,10,L,J.Sheffield(52),LAD,L,3,4,0.0,0.0,1.0,SEA,LAD,2021-04-19,20210419,,"LAD, SEA",LAD@SEA,20210419|LAD@SEA|1,LAD at SEA on 2021-04-19
2121,18,Apr 20,True,SEA,"W,1-0",32,28,1,2,1,0,0,1,4,0,7,0,0,0,0,1,1,0,0.248,0.345,0.433,0.778,4,9,L,M.Gonzales(74),LAD,W,1,0,1.0,0.0,1.0,SEA,LAD,2021-04-20,20210420,,"LAD, SEA",LAD@SEA,20210420|LAD@SEA|1,LAD at SEA on 2021-04-20
2122,19,Apr 22,False,SDP,"L,2-3",37,32,2,6,1,0,2,2,3,1,10,2,0,0,0,1,0,0,0.245,0.342,0.432,0.774,8,13,L,R.Weathers(72),LAD,L,2,3,0.0,1.0,0.0,LAD,SDP,2021-04-22,20210422,,"LAD, SDP",SDP@LAD,20210422|SDP@LAD|1,SDP at LAD on 2021-04-22
2123,20,Apr 23,False,SDP,"L,1-6",34,29,1,4,1,0,0,1,3,0,11,2,0,0,0,1,1,0,0.24,0.339,0.421,0.76,6,14,R,Y.Darvish(71),LAD,L,1,6,0.0,1.0,0.0,LAD,SDP,2021-04-23,20210423,,"LAD, SDP",SDP@LAD,20210423|SDP@LAD|1,SDP at LAD on 2021-04-23
2124,21,Apr 24,False,SDP,"W,5-4",39,35,5,12,1,0,0,5,4,0,10,0,0,0,1,1,1,1,0.245,0.342,0.418,0.761,10,17,L,B.Snell(51),LAD,W,5,4,1.0,1.0,0.0,LAD,SDP,2021-04-24,20210424,,"LAD, SDP",SDP@LAD,20210424|SDP@LAD|1,SDP at LAD on 2021-04-24
2125,22,Apr 25,False,SDP,"L,7-8",56,43,7,10,0,2,2,7,9,3,16,3,0,1,0,0,1,0,0.245,0.346,0.421,0.767,16,20,R,J.Musgrove(49),LAD,L,7,8,0.0,1.0,0.0,LAD,SDP,2021-04-25,20210425,,"LAD, SDP",SDP@LAD,20210425|SDP@LAD|1,SDP at LAD on 2021-04-25
2126,23,Apr 26,False,CIN,"L,3-5",42,34,3,6,1,0,1,3,5,0,12,3,0,0,0,2,1,0,0.242,0.345,0.416,0.761,9,17,R,T.Mahle(56),LAD,L,3,5,0.0,1.0,0.0,LAD,CIN,2021-04-26,20210426,,"CIN, LAD",CIN@LAD,20210426|CIN@LAD|1,CIN at LAD on 2021-04-26
2127,24,Apr 27,False,CIN,"L,5-6",40,31,5,4,1,0,1,5,8,0,9,1,0,0,0,0,0,0,0.237,0.344,0.41,0.754,8,13,R,J.Hoffman(46),LAD,L,5,6,0.0,1.0,0.0,LAD,CIN,2021-04-27,20210427,,"CIN, LAD",CIN@LAD,20210427|CIN@LAD|1,CIN at LAD on 2021-04-27
2128,25,Apr 28,False,CIN,"W,8-0",39,31,8,8,1,1,1,7,8,1,11,0,0,0,0,1,1,0,0.238,0.347,0.411,0.758,7,14,R,S.Gray(61),LAD,W,8,0,1.0,1.0,0.0,LAD,CIN,2021-04-28,20210428,,"CIN, LAD",CIN@LAD,20210428|CIN@LAD|1,CIN at LAD on 2021-04-28
2129,26,Apr 29,True,MIL,"L,1-2",37,34,1,9,0,0,0,1,3,0,6,0,0,0,0,2,0,0,0.239,0.346,0.405,0.751,9,10,L,E.Lauer(60),LAD,L,1,2,0.0,0.0,1.0,MIL,LAD,2021-04-29,20210429,,"LAD, MIL",LAD@MIL,20210429|LAD@MIL|1,LAD at MIL on 2021-04-29
2130,27,Apr 30,True,MIL,"L,1-3",31,29,1,2,0,0,1,1,1,0,11,1,0,0,0,0,0,0,0.234,0.34,0.398,0.738,3,15,R,F.Peralta(72),LAD,L,1,3,0.0,0.0,1.0,MIL,LAD,2021-04-30,20210430,,"LAD, MIL",LAD@MIL,20210430|LAD@MIL|1,LAD at MIL on 2021-04-30
2131,28,May 1,True,MIL,"L,5-6",47,39,5,8,0,2,1,5,7,2,12,1,0,0,0,1,1,1,0.233,0.34,0.397,0.737,9,23,R,B.Woodruff(57),LAD,L,5,6,0.0,0.0,1.0,MIL,LAD,2021-05-01,20210501,,"LAD, MIL",LAD@MIL,20210501|LAD@MIL|1,LAD at MIL on 2021-05-01
2132,29,May 2,True,MIL,"W,16-4",52,44,16,18,2,0,3,16,4,0,3,3,1,0,0,0,0,0,0.24,0.346,0.409,0.755,9,13,R,A.Bettinger(-6),LAD,W,16,4,1.0,0.0,1.0,MIL,LAD,2021-05-02,20210502,,"LAD, MIL",LAD@MIL,20210502|LAD@MIL|1,LAD at MIL on 2021-05-02
2133,30,May 4 (1),True,CHC,"L,1-7",30,28,1,7,0,0,1,1,1,0,6,1,0,0,1,2,0,0,0.241,0.345,0.408,0.753,8,14,R,K.Hendricks(64),LAD,L,1,7,0.0,0.0,1.0,CHC,LAD,2021-05-04,20210504,1,"CHC, LAD",LAD@CHC,20210504|LAD@CHC|1,"LAD at CHC on 2021-05-04, Game 1"
2134,31,May 4 (2),True,CHC,"L,3-4",34,30,3,5,1,0,2,2,4,1,10,0,0,0,0,2,1,0,0.239,0.343,0.407,0.75,4,18,R,K.Thompson(57),LAD,L,3,4,0.0,0.0,1.0,CHC,LAD,2021-05-04,20210504,2,"CHC, LAD",LAD@CHC,20210504|LAD@CHC|2,"LAD at CHC on 2021-05-04, Game 2"
2135,32,May 5,True,CHC,"L,5-6",46,40,5,9,2,0,1,5,4,0,14,1,0,1,0,0,0,0,0.238,0.341,0.405,0.747,8,17,R,A.Alzolay(59),LAD,L,5,6,0.0,0.0,1.0,CHC,LAD,2021-05-05,20210505,,"CHC, LAD",LAD@CHC,20210505|LAD@CHC|1,LAD at CHC on 2021-05-05
2136,33,May 7,True,LAA,"L,2-9",39,34,2,8,4,0,1,2,5,0,7,0,0,0,0,0,0,0,0.238,0.341,0.406,0.748,10,12,R,G.Canning(54),LAD,L,2,9,0.0,0.0,1.0,LAA,LAD,2021-05-07,20210507,,"LAA, LAD",LAD@LAA,20210507|LAD@LAA|1,LAD at LAA on 2021-05-07
2137,34,May 8,True,LAA,"W,14-11",52,44,14,17,3,0,0,14,8,1,9,0,0,0,1,1,1,0,0.244,0.347,0.408,0.755,11,12,R,D.Bundy(28),LAD,W,14,11,1.0,0.0,1.0,LAA,LAD,2021-05-08,20210508,,"LAA, LAD",LAD@LAA,20210508|LAD@LAA|1,LAD at LAA on 2021-05-08
2138,35,May 9,True,LAA,"L,1-2",40,31,1,4,1,0,0,1,9,0,10,0,0,0,1,1,0,0,0.241,0.346,0.402,0.748,12,12,L,J.Quintana(55),LAD,L,1,2,0.0,0.0,1.0,LAA,LAD,2021-05-09,20210509,,"LAA, LAD",LAD@LAA,20210509|LAD@LAA|1,LAD at LAA on 2021-05-09
2139,36,May 11,False,SEA,"W,6-4",36,33,6,9,1,1,2,6,2,0,15,1,0,0,0,0,1,0,0.241,0.346,0.406,0.751,6,15,L,Y.Kikuchi(59),LAD,W,6,4,1.0,1.0,0.0,LAD,SEA,2021-05-11,20210511,,"LAD, SEA",SEA@LAD,20210511|SEA@LAD|1,SEA at LAD on 2021-05-11
2140,37,May 12,False,SEA,"W,7-1",40,36,7,11,3,0,1,7,4,0,5,0,0,0,1,0,0,0,0.243,0.346,0.408,0.754,9,13,R,J.Dunn(45),LAD,W,7,1,1.0,1.0,0.0,LAD,SEA,2021-05-12,20210512,,"LAD, SEA",SEA@LAD,20210512|SEA@LAD|1,SEA at LAD on 2021-05-12
2141,38,May 14,False,MIA,"W,9-6",39,36,9,12,3,0,1,8,3,0,6,0,0,0,0,0,1,0,0.246,0.347,0.41,0.758,6,17,R,S.Alcantara(9),LAD,W,9,6,1.0,1.0,0.0,LAD,MIA,2021-05-14,20210514,,"LAD, MIA",MIA@LAD,20210514|MIA@LAD|1,MIA at LAD on 2021-05-14
2142,39,May 15,False,MIA,"W,7-0",38,28,7,6,0,0,0,7,7,0,6,2,0,1,0,0,0,0,0.245,0.349,0.406,0.755,7,15,R,J.Holloway(45),LAD,W,7,0,1.0,1.0,0.0,LAD,MIA,2021-05-15,20210515,,"LAD, MIA",MIA@LAD,20210515|MIA@LAD|1,MIA at LAD on 2021-05-15
2143,40,May 16,False,MIA,"L,2-3",37,36,2,10,3,0,0,2,1,0,8,0,0,0,0,0,0,0,0.246,0.347,0.405,0.752,8,16,R,P.Lopez(47),LAD,L,2,3,0.0,1.0,0.0,LAD,MIA,2021-05-16,20210516,,"LAD, MIA",MIA@LAD,20210516|MIA@LAD|1,MIA at LAD on 2021-05-16
2144,41,May 17,False,ARI,"W,3-1",36,29,3,5,2,0,1,3,7,2,10,0,0,0,0,0,0,0,0.244,0.347,0.404,0.751,9,14,L,M.Bumgarner(51),LAD,W,3,1,1.0,1.0,0.0,LAD,ARI,2021-05-17,20210517,,"ARI, LAD",ARI@LAD,20210517|ARI@LAD|1,ARI at LAD on 2021-05-17
2145,42,May 18,False,ARI,"W,9-1",41,34,9,10,0,0,3,9,6,0,9,1,0,0,0,0,0,0,0.246,0.349,0.407,0.756,8,15,R,C.Martin(49),LAD,W,9,1,1.0,1.0,0.0,LAD,ARI,2021-05-18,20210518,,"ARI, LAD",ARI@LAD,20210518|ARI@LAD|1,ARI at LAD on 2021-05-18
2146,43,May 19,False,ARI,"W,4-2",35,30,4,7,2,0,0,3,3,0,7,1,0,1,2,2,1,0,0.245,0.348,0.405,0.753,7,16,R,M.Peacock(60),LAD,W,4,2,1.0,1.0,0.0,LAD,ARI,2021-05-19,20210519,,"ARI, LAD",ARI@LAD,20210519|ARI@LAD|1,ARI at LAD on 2021-05-19
2147,44,May 20,False,ARI,"W,3-2",30,29,3,7,1,0,2,3,1,0,13,0,0,0,0,1,0,0,0.245,0.347,0.407,0.753,3,18,R,M.Kelly(65),LAD,W,3,2,1.0,1.0,0.0,LAD,ARI,2021-05-20,20210520,,"ARI, LAD",ARI@LAD,20210520|ARI@LAD|1,ARI at LAD on 2021-05-20
2148,45,May 21,True,SFG,"W,2-1",37,35,2,10,2,0,1,2,2,1,11,0,0,0,0,1,0,1,0.246,0.346,0.407,0.753,8,13,L,A.Wood(53),LAD,W,2,1,1.0,0.0,1.0,SFG,LAD,2021-05-21,20210521,,"LAD, SFG",LAD@SFG,20210521|LAD@SFG|1,LAD at SFG on 2021-05-21
2149,46,May 22,True,SFG,"W,6-3",37,34,6,9,2,0,2,6,1,0,5,0,2,0,1,1,0,0,0.247,0.345,0.409,0.754,4,13,L,S.Kazmir(56),LAD,W,6,3,1.0,0.0,1.0,SFG,LAD,2021-05-22,20210522,,"LAD, SFG",LAD@SFG,20210522|LAD@SFG|1,LAD at SFG on 2021-05-22
2150,47,May 23,True,SFG,"W,11-5",41,37,11,11,2,0,2,11,4,1,7,0,0,0,0,0,0,1,0.248,0.345,0.412,0.757,3,15,R,A.DeSclafani(0),LAD,W,11,5,1.0,0.0,1.0,SFG,LAD,2021-05-23,20210523,,"LAD, SFG",LAD@SFG,20210523|LAD@SFG|1,LAD at SFG on 2021-05-23
2151,48,May 25,True,HOU,"W,9-2",44,34,9,7,0,0,1,8,9,0,8,1,0,0,0,0,0,0,0.247,0.346,0.409,0.755,8,10,R,Z.Greinke(52),LAD,W,9,2,1.0,0.0,1.0,HOU,LAD,2021-05-25,20210525,,"HOU, LAD",LAD@HOU,20210525|LAD@HOU|1,LAD at HOU on 2021-05-25
2152,49,May 26,True,HOU,"L,2-5",34,31,2,4,0,0,1,2,3,0,10,0,0,0,0,0,0,0,0.245,0.344,0.406,0.75,5,10,R,L.Garcia(68),LAD,L,2,5,0.0,0.0,1.0,HOU,LAD,2021-05-26,20210526,,"HOU, LAD",LAD@HOU,20210526|LAD@HOU|1,LAD at HOU on 2021-05-26
2153,50,May 27,False,SFG,"W,4-3",31,30,4,6,1,1,3,4,0,0,11,1,0,0,0,0,0,0,0.244,0.342,0.409,0.751,3,17,L,A.Wood(52),LAD,W,4,3,1.0,1.0,0.0,LAD,SFG,2021-05-27,20210527,,"LAD, SFG",SFG@LAD,20210527|SFG@LAD|1,SFG at LAD on 2021-05-27
2154,51,May 28,False,SFG,"L,5-8",46,38,5,8,0,0,2,5,7,0,5,0,1,0,1,0,0,0,0.243,0.342,0.408,0.75,11,18,R,A.DeSclafani(45),LAD,L,5,8,0.0,1.0,0.0,LAD,SFG,2021-05-28,20210528,,"LAD, SFG",SFG@LAD,20210528|SFG@LAD|1,SFG at LAD on 2021-05-28
2155,52,May 29,False,SFG,"L,6-11",40,36,6,8,3,0,2,6,2,0,13,1,1,0,1,0,1,0,0.243,0.341,0.41,0.75,7,17,R,L.Webb(66),LAD,L,6,11,0.0,1.0,0.0,LAD,SFG,2021-05-29,20210529,,"LAD, SFG",SFG@LAD,20210529|SFG@LAD|1,SFG at LAD on 2021-05-29
2156,53,May 30,False,SFG,"L,4-5",35,34,4,5,2,0,2,4,1,0,11,0,0,0,2,0,0,0,0.241,0.338,0.409,0.747,4,14,R,K.Gausman(75),LAD,L,4,5,0.0,1.0,0.0,LAD,SFG,2021-05-30,20210530,,"LAD, SFG",SFG@LAD,20210530|SFG@LAD|1,SFG at LAD on 2021-05-30
2157,54,May 31,False,STL,"W,9-4",38,33,9,10,4,0,3,9,4,1,12,1,0,0,0,0,0,1,0.242,0.339,0.414,0.753,5,13,R,J.Flaherty(63),LAD,W,9,4,1.0,1.0,0.0,LAD,STL,2021-05-31,20210531,,"LAD, STL",STL@LAD,20210531|STL@LAD|1,STL at LAD on 2021-05-31
2158,55,Jun 1,False,STL,"L,2-3",37,32,2,7,1,0,1,2,5,0,7,0,0,0,0,2,0,0,0.242,0.339,0.413,0.752,8,18,R,J.Gant(65),LAD,L,2,3,0.0,1.0,0.0,LAD,STL,2021-06-01,20210601,,"LAD, STL",STL@LAD,20210601|STL@LAD|1,STL at LAD on 2021-06-01
2159,56,Jun 2,False,STL,"W,14-3",45,35,14,10,2,0,1,13,10,0,8,0,0,0,1,0,1,0,0.242,0.341,0.413,0.754,7,14,R,C.Martinez(-3),LAD,W,14,3,1.0,1.0,0.0,LAD,STL,2021-06-02,20210602,,"LAD, STL",STL@LAD,20210602|STL@LAD|1,STL at LAD on 2021-06-02
