,team_game_order,orig_game_date,played_at_opp,opp_team,team_game_result,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team,team_w_or_l,team_runs,opp_runs,team_won,team_at_home,opp_at_home,home_team,away_team,game_date,game_date_compact,dh_game_num,teams_in_game,teams_and_game_loc,game_uid,game_desc
2008,67,Jun 15,True,OAK,"L,4-6",34,33,4,7,0,0,2,4,1,0,8,0,0,0,0,1,0,0,0.253,0.317,0.428,0.744,3,9,R,F.Montas(66),LAA,L,4,6,0.0,0.0,1.0,OAK,LAA,2021-06-15,20210615,,"LAA, OAK",LAA@OAK,20210615|LAA@OAK|1,LAA at OAK on 2021-06-15
2009,68,Jun 16,True,OAK,"L,4-8",37,35,4,9,1,0,1,4,2,0,7,0,0,0,0,1,1,0,0.253,0.316,0.427,0.743,6,10,L,C.Irvin(35),LAA,L,4,8,0.0,0.0,1.0,OAK,LAA,2021-06-16,20210616,,"LAA, OAK",LAA@OAK,20210616|LAA@OAK|1,LAA at OAK on 2021-06-16
2010,69,Jun 17,False,DET,"W,7-5",38,36,7,12,1,0,1,7,2,0,6,0,0,0,0,1,0,0,0.254,0.317,0.427,0.744,7,14,R,M.Manning(52),LAA,W,7,5,1.0,1.0,0.0,LAA,DET,2021-06-17,20210617,,"DET, LAA",DET@LAA,20210617|DET@LAA|1,DET at LAA on 2021-06-17
2011,70,Jun 18,False,DET,"W,11-3",40,36,11,13,4,0,4,11,3,0,8,1,0,0,0,0,0,1,0.256,0.319,0.433,0.752,5,10,R,J.Urena(22),LAA,W,11,3,1.0,1.0,0.0,LAA,DET,2021-06-18,20210618,,"DET, LAA",DET@LAA,20210618|DET@LAA|1,DET at LAA on 2021-06-18
2012,71,Jun 19,False,DET,"W,8-3",41,35,8,12,6,0,2,7,5,1,4,0,1,0,0,0,1,0,0.257,0.32,0.436,0.757,9,10,R,W.Peralta(33),LAA,W,8,3,1.0,1.0,0.0,LAA,DET,2021-06-19,20210619,,"DET, LAA",DET@LAA,20210619|DET@LAA|1,DET at LAA on 2021-06-19
2013,72,Jun 20,False,DET,"L,3-5",39,37,3,10,1,0,2,3,2,0,12,0,0,0,0,3,0,0,0.257,0.32,0.437,0.757,6,9,R,C.Mize(42),LAA,L,3,5,0.0,1.0,0.0,LAA,DET,2021-06-20,20210620,,"DET, LAA",DET@LAA,20210620|DET@LAA|1,DET at LAA on 2021-06-20
2014,73,Jun 22,False,SFG,"L,0-5",35,33,0,6,2,0,0,0,2,0,13,0,0,0,0,0,0,0,0.256,0.319,0.434,0.753,8,10,R,A.DeSclafani(78),LAA,L,0,5,0.0,1.0,0.0,LAA,SFG,2021-06-22,20210622,,"LAA, SFG",SFG@LAA,20210622|SFG@LAA|1,SFG at LAA on 2021-06-22
2015,74,Jun 23,False,SFG,"L,3-9",50,43,3,8,1,0,1,3,4,2,13,0,3,0,0,1,0,0,0.255,0.318,0.432,0.749,8,19,R,K.Gausman(73),LAA,L,3,9,0.0,1.0,0.0,LAA,SFG,2021-06-23,20210623,,"LAA, SFG",SFG@LAA,20210623|SFG@LAA|1,SFG at LAA on 2021-06-23
2016,75,Jun 25,True,TBR,"L,3-4",34,33,3,5,2,0,2,2,1,0,10,0,0,0,0,0,0,0,0.254,0.316,0.431,0.747,4,9,R,A.Kittredge(46),LAA,L,3,4,0.0,0.0,1.0,TBR,LAA,2021-06-25,20210625,,"LAA, TBR",LAA@TBR,20210625|LAA@TBR|1,LAA at TBR on 2021-06-25
2017,76,Jun 26,True,TBR,"L,3-13",35,32,3,5,3,0,0,3,3,0,10,0,0,0,1,1,0,0,0.252,0.315,0.429,0.744,5,11,L,S.McClanahan(57),LAA,L,3,13,0.0,0.0,1.0,TBR,LAA,2021-06-26,20210626,,"LAA, TBR",LAA@TBR,20210626|LAA@TBR|1,LAA at TBR on 2021-06-26
2018,77,Jun 27,True,TBR,"W,6-4",40,36,6,11,4,1,2,6,3,1,7,1,0,0,0,1,1,0,0.253,0.316,0.432,0.748,7,9,L,R.Yarbrough(55),LAA,W,6,4,1.0,0.0,1.0,TBR,LAA,2021-06-27,20210627,,"LAA, TBR",LAA@TBR,20210627|LAA@TBR|1,LAA at TBR on 2021-06-27
2019,78,Jun 28,True,NYY,"W,5-3",40,38,5,11,4,0,2,5,2,0,9,0,0,0,1,0,0,0,0.254,0.316,0.433,0.749,8,9,R,M.King(43),LAA,W,5,3,1.0,0.0,1.0,NYY,LAA,2021-06-28,20210628,,"LAA, NYY",LAA@NYY,20210628|LAA@NYY|1,LAA at NYY on 2021-06-28
2020,79,Jun 29,True,NYY,"L,5-11",38,35,5,10,1,0,3,5,2,0,8,1,0,0,0,1,0,0,0.254,0.316,0.435,0.752,6,10,R,J.Taillon(33),LAA,L,5,11,0.0,0.0,1.0,NYY,LAA,2021-06-29,20210629,,"LAA, NYY",LAA@NYY,20210629|LAA@NYY|1,LAA at NYY on 2021-06-29
2021,80,Jun 30,True,NYY,"W,11-8",45,37,11,9,2,0,3,11,7,0,9,1,0,0,1,0,1,0,0.254,0.317,0.437,0.754,7,19,R,D.German(40),LAA,W,11,8,1.0,0.0,1.0,NYY,LAA,2021-06-30,20210630,,"LAA, NYY",LAA@NYY,20210630|LAA@NYY|1,LAA at NYY on 2021-06-30
2022,81,Jul 2,False,BAL,"W,8-7",40,37,8,12,1,0,3,8,2,0,7,1,0,0,0,1,1,0,0.255,0.318,0.439,0.757,6,10,L,K.Akin(31),LAA,W,8,7,1.0,1.0,0.0,LAA,BAL,2021-07-02,20210702,,"BAL, LAA",BAL@LAA,20210702|BAL@LAA|1,BAL at LAA on 2021-07-02
2023,82,Jul 3,False,BAL,"W,4-1",39,31,4,8,2,0,0,4,8,2,6,0,0,0,0,1,0,0,0.255,0.319,0.438,0.757,11,10,R,J.Lopez(34),LAA,W,4,1,1.0,1.0,0.0,LAA,BAL,2021-07-03,20210703,,"BAL, LAA",BAL@LAA,20210703|BAL@LAA|1,BAL at LAA on 2021-07-03
2024,83,Jul 4,False,BAL,"W,6-5",36,34,6,10,3,0,2,6,2,0,6,0,0,0,0,0,0,0,0.255,0.319,0.439,0.758,6,11,R,T.Eshelman(33),LAA,W,6,5,1.0,1.0,0.0,LAA,BAL,2021-07-04,20210704,,"BAL, LAA",BAL@LAA,20210704|BAL@LAA|1,BAL at LAA on 2021-07-04
2025,84,Jul 5,False,BOS,"L,4-5",38,35,4,11,1,0,1,4,2,0,9,0,0,1,0,0,1,0,0.256,0.32,0.439,0.759,7,10,L,M.Perez(48),LAA,L,4,5,0.0,1.0,0.0,LAA,BOS,2021-07-05,20210705,,"BOS, LAA",BOS@LAA,20210705|BOS@LAA|1,BOS at LAA on 2021-07-05
2026,85,Jul 6,False,BOS,"W,5-3",35,33,5,11,5,0,1,5,1,0,12,1,0,0,0,1,0,1,0.257,0.32,0.44,0.761,6,12,R,N.Eovaldi(39),LAA,W,5,3,1.0,1.0,0.0,LAA,BOS,2021-07-06,20210706,,"BOS, LAA",BOS@LAA,20210706|BOS@LAA|1,BOS at LAA on 2021-07-06
2027,86,Jul 7,False,BOS,"W,5-4",34,34,5,11,0,0,3,5,0,0,9,0,0,0,0,1,0,0,0.258,0.32,0.442,0.762,5,10,L,E.Rodriguez(38),LAA,W,5,4,1.0,1.0,0.0,LAA,BOS,2021-07-07,20210707,,"BOS, LAA",BOS@LAA,20210707|BOS@LAA|1,BOS at LAA on 2021-07-07
2028,87,Jul 9,True,SEA,"L,3-7",37,36,3,10,1,1,2,3,1,0,6,0,0,0,0,1,0,0,0.258,0.32,0.443,0.763,7,10,L,M.Gonzales(45),LAA,L,3,7,0.0,0.0,1.0,SEA,LAA,2021-07-09,20210709,,"LAA, SEA",LAA@SEA,20210709|LAA@SEA|1,LAA at SEA on 2021-07-09
2029,88,Jul 10,True,SEA,"L,0-2",31,29,0,3,0,0,0,0,2,0,10,0,0,0,0,0,0,1,0.257,0.319,0.44,0.758,4,10,R,C.Flexen(75),LAA,L,0,2,0.0,0.0,1.0,SEA,LAA,2021-07-10,20210710,,"LAA, SEA",LAA@SEA,20210710|LAA@SEA|1,LAA at SEA on 2021-07-10
2030,89,Jul 11,True,SEA,"W,7-1",43,36,7,11,2,0,1,6,4,0,7,1,1,1,0,0,0,0,0.257,0.319,0.44,0.759,9,9,L,H.Santiago(51),LAA,W,7,1,1.0,0.0,1.0,SEA,LAA,2021-07-11,20210711,,"LAA, SEA",LAA@SEA,20210711|LAA@SEA|1,LAA at SEA on 2021-07-11
2031,90,Jul 16,False,SEA,"L,5-6",40,39,5,12,2,0,1,5,1,0,5,0,0,0,0,1,0,0,0.258,0.319,0.44,0.759,8,11,R,C.Flexen(62),LAA,L,5,6,0.0,1.0,0.0,LAA,SEA,2021-07-16,20210716,,"LAA, SEA",SEA@LAA,20210716|SEA@LAA|1,SEA at LAA on 2021-07-16
2032,91,Jul 17,False,SEA,"W,9-4",39,38,9,14,7,0,2,9,1,0,11,0,0,0,0,0,1,0,0.259,0.32,0.443,0.763,6,10,L,Y.Kikuchi(27),LAA,W,9,4,1.0,1.0,0.0,LAA,SEA,2021-07-17,20210717,,"LAA, SEA",SEA@LAA,20210717|SEA@LAA|1,SEA at LAA on 2021-07-17
2033,92,Jul 18,False,SEA,"L,4-7",40,35,4,9,2,0,1,4,2,0,15,2,1,0,0,0,1,0,0.259,0.32,0.443,0.763,9,9,R,L.Gilbert(59),LAA,L,4,7,0.0,1.0,0.0,LAA,SEA,2021-07-18,20210718,,"LAA, SEA",SEA@LAA,20210718|SEA@LAA|1,SEA at LAA on 2021-07-18
2034,93,Jul 19,True,OAK,"L,1-4",35,33,1,8,3,0,0,1,2,0,3,0,0,0,1,2,0,0,0.259,0.32,0.442,0.762,7,15,L,C.Irvin(65),LAA,L,1,4,0.0,0.0,1.0,OAK,LAA,2021-07-19,20210719,,"LAA, OAK",LAA@OAK,20210719|LAA@OAK|1,LAA at OAK on 2021-07-19
2035,94,Jul 20,True,OAK,"L,0-6",37,34,0,7,0,0,0,0,3,0,11,0,0,0,0,0,2,0,0.258,0.319,0.439,0.759,10,10,R,J.Kaprielian(67),LAA,L,0,6,0.0,0.0,1.0,OAK,LAA,2021-07-20,20210720,,"LAA, OAK",LAA@OAK,20210720|LAA@OAK|1,LAA at OAK on 2021-07-20
2036,95,Jul 22,True,MIN,"W,3-2",33,33,3,7,3,0,1,3,0,0,10,0,0,0,0,1,0,0,0.258,0.318,0.439,0.757,3,10,R,K.Maeda(57),LAA,W,3,2,1.0,0.0,1.0,MIN,LAA,2021-07-22,20210722,,"LAA, MIN",LAA@MIN,20210722|LAA@MIN|1,LAA at MIN on 2021-07-22
2037,96,Jul 23,True,MIN,"L,4-5",39,37,4,10,2,0,2,4,1,0,7,1,0,0,0,0,0,0,0.258,0.318,0.439,0.757,8,11,L,J.Happ(45),LAA,L,4,5,0.0,0.0,1.0,MIN,LAA,2021-07-23,20210723,,"LAA, MIN",LAA@MIN,20210723|LAA@MIN|1,LAA at MIN on 2021-07-23
2038,97,Jul 24,True,MIN,"W,2-1",33,32,2,4,3,0,0,1,0,0,5,1,0,0,0,0,0,0,0.257,0.317,0.437,0.754,4,10,R,J.Berrios(71),LAA,W,2,1,1.0,0.0,1.0,MIN,LAA,2021-07-24,20210724,,"LAA, MIN",LAA@MIN,20210724|LAA@MIN|1,LAA at MIN on 2021-07-24
2039,98,Jul 25,True,MIN,"W,6-2",37,34,6,9,2,1,2,6,2,1,5,0,1,0,0,0,2,1,0.257,0.317,0.438,0.755,4,10,R,B.Ober(57),LAA,W,6,2,1.0,0.0,1.0,MIN,LAA,2021-07-25,20210725,,"LAA, MIN",LAA@MIN,20210725|LAA@MIN|1,LAA at MIN on 2021-07-25
2040,99,Jul 26,False,COL,"W,6-2",35,33,6,11,2,0,1,6,1,0,10,0,0,1,0,0,1,0,0.258,0.317,0.439,0.756,5,14,R,G.Marquez(47),LAA,W,6,2,1.0,1.0,0.0,LAA,COL,2021-07-26,20210726,,"COL, LAA",COL@LAA,20210726|COL@LAA|1,COL at LAA on 2021-07-26
2041,100,Jul 27,False,COL,"L,3-12",41,35,3,8,1,0,1,3,5,0,9,1,0,0,0,0,0,0,0.257,0.317,0.438,0.755,11,10,L,A.Gomber(59),LAA,L,3,12,0.0,1.0,0.0,LAA,COL,2021-07-27,20210727,,"COL, LAA",COL@LAA,20210727|COL@LAA|1,COL at LAA on 2021-07-27
2042,101,Jul 28,False,COL,"W,8-7",41,33,8,10,0,0,3,8,7,0,7,1,0,0,0,0,0,1,0.258,0.319,0.439,0.758,9,10,L,L.Gilbreath(43),LAA,W,8,7,1.0,1.0,0.0,LAA,COL,2021-07-28,20210728,,"COL, LAA",COL@LAA,20210728|COL@LAA|1,COL at LAA on 2021-07-28
2043,102,Jul 29,False,OAK,"L,0-4",34,30,0,3,0,0,0,0,4,0,12,0,0,0,0,0,1,0,0.256,0.317,0.436,0.754,7,9,R,F.Montas(78),LAA,L,0,4,0.0,1.0,0.0,LAA,OAK,2021-07-29,20210729,,"LAA, OAK",OAK@LAA,20210729|OAK@LAA|1,OAK at LAA on 2021-07-29
2044,103,Jul 30,False,OAK,"L,0-2",34,33,0,7,2,0,0,0,1,0,7,0,0,0,0,0,0,1,0.256,0.317,0.435,0.751,7,9,R,C.Bassitt(71),LAA,L,0,2,0.0,1.0,0.0,LAA,OAK,2021-07-30,20210730,,"LAA, OAK",OAK@LAA,20210730|OAK@LAA|1,OAK at LAA on 2021-07-30
2045,104,Jul 31,False,OAK,"W,1-0",31,30,1,5,1,0,0,1,1,0,8,0,0,0,1,0,0,0,0.255,0.316,0.433,0.748,6,10,L,C.Irvin(64),LAA,W,1,0,1.0,1.0,0.0,LAA,OAK,2021-07-31,20210731,,"LAA, OAK",OAK@LAA,20210731|OAK@LAA|1,OAK at LAA on 2021-07-31
2046,105,Aug 1,False,OAK,"L,3-8",33,30,3,5,1,0,1,3,3,0,8,0,0,0,0,2,0,0,0.254,0.315,0.431,0.747,3,10,R,D.Jefferies(49),LAA,L,3,8,0.0,1.0,0.0,LAA,OAK,2021-08-01,20210801,,"LAA, OAK",OAK@LAA,20210801|OAK@LAA|1,OAK at LAA on 2021-08-01
2047,106,Aug 2,True,TEX,"L,1-4",32,30,1,3,0,0,0,1,2,0,8,0,0,0,0,0,0,0,0.253,0.314,0.429,0.743,4,9,R,D.Dunning(58),LAA,L,1,4,0.0,0.0,1.0,TEX,LAA,2021-08-02,20210802,,"LAA, TEX",LAA@TEX,20210802|LAA@TEX|1,LAA at TEX on 2021-08-02
2048,107,Aug 3,True,TEX,"W,11-3",44,38,11,14,4,0,1,10,5,0,9,0,0,1,0,0,3,0,0.254,0.315,0.43,0.745,6,10,R,J.Lyles(30),LAA,W,11,3,1.0,0.0,1.0,TEX,LAA,2021-08-03,20210803,,"LAA, TEX",LAA@TEX,20210803|LAA@TEX|1,LAA at TEX on 2021-08-03
2049,108,Aug 4,True,TEX,"W,2-1",34,34,2,8,1,1,1,1,0,0,4,0,0,0,0,1,0,0,0.254,0.314,0.43,0.744,5,14,L,K.Allard(55),LAA,W,2,1,1.0,0.0,1.0,TEX,LAA,2021-08-04,20210804,,"LAA, TEX",LAA@TEX,20210804|LAA@TEX|1,LAA at TEX on 2021-08-04
2050,109,Aug 5,True,TEX,"W,5-0",40,35,5,8,0,0,1,4,4,0,11,0,0,1,0,0,1,0,0.254,0.314,0.429,0.743,8,9,R,S.Howard(40),LAA,W,5,0,1.0,0.0,1.0,TEX,LAA,2021-08-05,20210805,,"LAA, TEX",LAA@TEX,20210805|LAA@TEX|1,LAA at TEX on 2021-08-05
2051,110,Aug 6,True,LAD,"W,4-3",37,34,4,7,2,0,2,4,3,1,11,0,0,0,0,0,2,3,0.253,0.314,0.429,0.743,3,16,L,D.Price(56),LAA,W,4,3,1.0,0.0,1.0,LAD,LAA,2021-08-06,20210806,,"LAA, LAD",LAA@LAD,20210806|LAA@LAD|1,LAA at LAD on 2021-08-06
2052,111,Aug 7,True,LAD,"L,3-5",38,35,3,8,2,0,0,2,3,0,12,0,0,0,1,1,0,0,0.253,0.314,0.428,0.741,8,13,L,J.Urias(47),LAA,L,3,5,0.0,0.0,1.0,LAD,LAA,2021-08-07,20210807,,"LAA, LAD",LAA@LAD,20210807|LAA@LAD|1,LAA at LAD on 2021-08-07
2053,112,Aug 8,True,LAD,"L,2-8",39,34,2,7,3,0,0,2,5,0,12,0,0,0,0,0,0,0,0.253,0.314,0.426,0.74,10,14,R,W.Buehler(64),LAA,L,2,8,0.0,0.0,1.0,LAD,LAA,2021-08-08,20210808,,"LAA, LAD",LAA@LAD,20210808|LAA@LAD|1,LAA at LAD on 2021-08-08
2054,113,Aug 10 (1),False,TOR,"W,6-3",35,30,6,8,1,0,0,4,5,1,6,0,0,0,1,2,3,0,0.253,0.314,0.425,0.739,8,10,L,S.Matz(42),LAA,W,6,3,1.0,1.0,0.0,LAA,TOR,2021-08-10,20210810,1,"LAA, TOR",TOR@LAA,20210810|TOR@LAA|1,"TOR at LAA on 2021-08-10, Game 1"
2055,114,Aug 10 (2),False,TOR,"L,0-4",28,24,0,3,0,1,0,0,3,0,5,1,0,0,0,0,1,0,0.252,0.314,0.424,0.738,7,9,R,R.Stripling(53),LAA,L,0,4,0.0,1.0,0.0,LAA,TOR,2021-08-10,20210810,2,"LAA, TOR",TOR@LAA,20210810|TOR@LAA|2,"TOR at LAA on 2021-08-10, Game 2"
2056,115,Aug 11,False,TOR,"L,2-10",36,33,2,5,0,0,1,2,2,0,12,1,0,0,1,0,0,0,0.251,0.313,0.422,0.735,7,10,R,A.Manoah(65),LAA,L,2,10,0.0,1.0,0.0,LAA,TOR,2021-08-11,20210811,,"LAA, TOR",TOR@LAA,20210811|TOR@LAA|1,TOR at LAA on 2021-08-11
2057,116,Aug 12,False,TOR,"W,6-3",37,31,6,11,4,0,0,6,5,0,4,0,0,1,0,1,0,2,0.252,0.314,0.423,0.737,7,14,R,J.Berrios(22),LAA,W,6,3,1.0,1.0,0.0,LAA,TOR,2021-08-12,20210812,,"LAA, TOR",TOR@LAA,20210812|TOR@LAA|1,TOR at LAA on 2021-08-12
2058,117,Aug 13,False,HOU,"L,1-4",32,31,1,4,1,0,0,1,0,0,9,1,0,0,0,0,0,0,0.251,0.313,0.421,0.734,4,10,R,Z.Greinke(80),LAA,L,1,4,0.0,1.0,0.0,LAA,HOU,2021-08-13,20210813,,"HOU, LAA",HOU@LAA,20210813|HOU@LAA|1,HOU at LAA on 2021-08-13
2059,118,Aug 14,False,HOU,"L,2-8",39,35,2,9,0,0,1,2,4,0,10,0,0,0,0,1,3,0,0.251,0.313,0.42,0.733,10,9,R,L.Garcia(49),LAA,L,2,8,0.0,1.0,0.0,LAA,HOU,2021-08-14,20210814,,"HOU, LAA",HOU@LAA,20210814|HOU@LAA|1,HOU at LAA on 2021-08-14
2060,119,Aug 15,False,HOU,"W,3-1",34,32,3,8,1,0,1,3,1,0,12,1,0,0,0,0,0,0,0.251,0.313,0.42,0.733,7,11,R,L.McCullers(56),LAA,W,3,1,1.0,1.0,0.0,LAA,HOU,2021-08-15,20210815,,"HOU, LAA",HOU@LAA,20210815|HOU@LAA|1,HOU at LAA on 2021-08-15
2061,120,Aug 16,True,NYY,"L,1-2",32,31,1,3,0,0,1,1,1,0,15,0,0,0,1,0,0,0,0.25,0.311,0.418,0.73,4,9,R,G.Cole(69),LAA,L,1,2,0.0,0.0,1.0,NYY,LAA,2021-08-16,20210816,,"LAA, NYY",LAA@NYY,20210816|LAA@NYY|1,LAA at NYY on 2021-08-16
2062,121,Aug 17,True,DET,"W,8-2",48,39,8,12,3,0,2,7,9,1,13,0,0,0,1,0,1,1,0.251,0.313,0.419,0.732,13,9,R,C.Mize(46),LAA,W,8,2,1.0,0.0,1.0,DET,LAA,2021-08-17,20210817,,"DET, LAA",LAA@DET,20210817|LAA@DET|1,LAA at DET on 2021-08-17
2063,122,Aug 18,True,DET,"W,3-1",34,34,3,7,1,0,2,3,0,0,10,0,0,0,0,0,0,0,0.25,0.312,0.419,0.731,4,12,L,T.Skubal(61),LAA,W,3,1,1.0,0.0,1.0,DET,LAA,2021-08-18,20210818,,"DET, LAA",LAA@DET,20210818|LAA@DET|1,LAA at DET on 2021-08-18
2064,123,Aug 19,True,DET,"W,13-10",52,42,13,16,2,2,2,13,8,0,8,0,0,1,0,0,1,0,0.252,0.314,0.422,0.735,12,10,R,M.Manning(46),LAA,W,13,10,1.0,0.0,1.0,DET,LAA,2021-08-19,20210819,,"DET, LAA",LAA@DET,20210819|LAA@DET|1,LAA at DET on 2021-08-19
2065,124,Aug 20,True,CLE,"L,1-9",32,31,1,4,1,0,0,1,1,0,4,0,0,0,1,1,0,0,0.251,0.313,0.42,0.732,4,9,L,S.Hentges(53),LAA,L,1,9,0.0,0.0,1.0,CLE,LAA,2021-08-20,20210820,,"CLE, LAA",LAA@CLE,20210820|LAA@CLE|1,LAA at CLE on 2021-08-20
2066,125,Aug 21,True,CLE,"L,1-5",30,29,1,3,2,0,0,1,1,0,9,0,0,0,0,1,0,0,0.25,0.312,0.418,0.73,2,9,R,T.McKenzie(76),LAA,L,1,5,0.0,0.0,1.0,CLE,LAA,2021-08-21,20210821,,"CLE, LAA",LAA@CLE,20210821|LAA@CLE|1,LAA at CLE on 2021-08-21
2067,126,Aug 22,True,CLE,"L,0-3",33,29,0,4,0,0,0,0,4,0,10,0,0,0,0,2,1,0,0.249,0.311,0.416,0.727,6,9,R,C.Quantrill(80),LAA,L,0,3,0.0,0.0,1.0,CLE,LAA,2021-08-22,20210822,,"CLE, LAA",LAA@CLE,20210822|LAA@CLE|1,LAA at CLE on 2021-08-22
2068,127,Aug 24,True,BAL,"W,14-8",52,47,14,19,2,1,1,14,4,1,10,1,0,0,1,1,0,0,0.251,0.313,0.418,0.73,11,10,R,S.Watkins(13),LAA,W,14,8,1.0,0.0,1.0,BAL,LAA,2021-08-24,20210824,,"BAL, LAA",LAA@BAL,20210824|LAA@BAL|1,LAA at BAL on 2021-08-24
2069,128,Aug 25,True,BAL,"L,6-10",38,34,6,9,2,0,2,6,3,0,8,1,0,0,0,0,1,1,0.251,0.313,0.418,0.731,5,15,R,C.Ellis(40),LAA,L,6,10,0.0,0.0,1.0,BAL,LAA,2021-08-25,20210825,,"BAL, LAA",LAA@BAL,20210825|LAA@BAL|1,LAA at BAL on 2021-08-25
2070,129,Aug 26,True,BAL,"L,1-13",33,29,1,3,0,0,1,1,3,0,10,1,0,0,0,0,0,1,0.25,0.312,0.417,0.729,5,10,L,K.Akin(71),LAA,L,1,13,0.0,0.0,1.0,BAL,LAA,2021-08-26,20210826,,"BAL, LAA",LAA@BAL,20210826|LAA@BAL|1,LAA at BAL on 2021-08-26
2071,130,Aug 27,False,SDP,"L,0-5",32,30,0,3,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0.249,0.311,0.415,0.726,5,9,R,J.Musgrove(88),LAA,L,0,5,0.0,1.0,0.0,LAA,SDP,2021-08-27,20210827,,"LAA, SDP",SDP@LAA,20210827|SDP@LAA|1,SDP at LAA on 2021-08-27
2072,131,Aug 28,False,SDP,"W,10-2",40,33,10,12,3,0,2,10,4,1,3,1,0,2,0,1,1,0,0.249,0.312,0.416,0.728,6,10,L,R.Weathers(40),LAA,W,10,2,1.0,1.0,0.0,LAA,SDP,2021-08-28,20210828,,"LAA, SDP",SDP@LAA,20210828|SDP@LAA|1,SDP at LAA on 2021-08-28
2073,132,Aug 30,False,NYY,"W,8-7",36,33,8,10,1,1,2,8,3,0,10,0,0,0,0,0,0,0,0.25,0.313,0.418,0.73,4,9,R,C.Kluber(36),LAA,W,8,7,1.0,1.0,0.0,LAA,NYY,2021-08-30,20210830,,"LAA, NYY",NYY@LAA,20210830|NYY@LAA|1,NYY at LAA on 2021-08-30
2074,133,Aug 31,False,NYY,"W,6-4",32,30,6,6,2,0,1,5,2,1,10,0,0,0,0,0,5,0,0.25,0.312,0.417,0.729,2,9,R,J.Taillon(34),LAA,W,6,4,1.0,1.0,0.0,LAA,NYY,2021-08-31,20210831,,"LAA, NYY",NYY@LAA,20210831|NYY@LAA|1,NYY at LAA on 2021-08-31
2075,134,Sep 1,False,NYY,"L,1-4",31,31,1,4,2,0,0,1,0,0,16,0,0,0,0,0,0,0,0.249,0.311,0.416,0.727,3,10,R,G.Cole(80),LAA,L,1,4,0.0,1.0,0.0,LAA,NYY,2021-09-01,20210901,,"LAA, NYY",NYY@LAA,20210901|NYY@LAA|1,NYY at LAA on 2021-09-01
2076,135,Sep 3,False,TEX,"W,3-2",34,33,3,10,1,0,0,3,1,0,7,0,0,0,0,1,2,0,0.249,0.311,0.415,0.726,7,11,R,G.Otto(51),LAA,W,3,2,1.0,1.0,0.0,LAA,TEX,2021-09-03,20210903,,"LAA, TEX",TEX@LAA,20210903|TEX@LAA|1,TEX at LAA on 2021-09-03
2077,136,Sep 4,False,TEX,"W,4-1",31,30,4,6,0,0,2,4,1,0,6,0,0,0,2,1,1,1,0.249,0.311,0.415,0.725,3,10,L,K.Allard(48),LAA,W,4,1,1.0,1.0,0.0,LAA,TEX,2021-09-04,20210904,,"LAA, TEX",TEX@LAA,20210904|TEX@LAA|1,TEX at LAA on 2021-09-04
2078,137,Sep 5,False,TEX,"L,3-7",38,35,3,8,1,0,2,3,3,0,7,0,0,0,0,0,1,0,0.249,0.31,0.415,0.725,8,9,L,T.Hearn(55),LAA,L,3,7,0.0,1.0,0.0,LAA,TEX,2021-09-05,20210905,,"LAA, TEX",TEX@LAA,20210905|TEX@LAA|1,TEX at LAA on 2021-09-05
2079,138,Sep 6,False,TEX,"L,0-4",32,30,0,5,1,0,0,0,2,0,7,0,0,0,0,2,0,0,0.248,0.31,0.414,0.723,5,9,R,A.Alexy(75),LAA,L,0,4,0.0,1.0,0.0,LAA,TEX,2021-09-06,20210906,,"LAA, TEX",TEX@LAA,20210906|TEX@LAA|1,TEX at LAA on 2021-09-06
2080,139,Sep 7,True,SDP,"W,4-0",34,31,4,5,1,0,1,4,2,0,13,0,1,0,0,0,2,0,0.248,0.309,0.413,0.722,3,15,L,B.Snell(76),LAA,W,4,0,1.0,0.0,1.0,SDP,LAA,2021-09-07,20210907,,"LAA, SDP",LAA@SDP,20210907|LAA@SDP|1,LAA at SDP on 2021-09-07
2081,140,Sep 8,True,SDP,"L,5-8",36,33,5,7,1,1,2,5,1,0,12,1,1,0,1,0,0,0,0.247,0.309,0.413,0.722,4,17,R,Y.Darvish(68),LAA,L,5,8,0.0,0.0,1.0,SDP,LAA,2021-09-08,20210908,,"LAA, SDP",LAA@SDP,20210908|LAA@SDP|1,LAA at SDP on 2021-09-08
2082,141,Sep 10,True,HOU,"L,5-10",41,36,5,8,1,1,2,4,5,1,10,0,0,0,2,0,0,0,0.247,0.309,0.414,0.723,9,16,L,F.Valdez(38),LAA,L,5,10,0.0,0.0,1.0,HOU,LAA,2021-09-10,20210910,,"HOU, LAA",LAA@HOU,20210910|LAA@HOU|1,LAA at HOU on 2021-09-10
2083,142,Sep 11,True,HOU,"W,4-2",40,34,4,10,2,0,1,4,5,0,5,0,1,0,0,2,0,0,0.247,0.309,0.414,0.723,9,10,R,L.Garcia(36),LAA,W,4,2,1.0,0.0,1.0,HOU,LAA,2021-09-11,20210911,,"HOU, LAA",LAA@HOU,20210911|LAA@HOU|1,LAA at HOU on 2021-09-11
